12, 13, 9, 13
11, 13, 12, 16
11, 14, 10, 13
12, 15, 10, 16
11, 12, 11, 14
12, 14, 9, 17
15, 15, 11, 17
11, 14, 12, 16
15, 18, 11, 18
13, 15, 12, 17
11, 17, 13, 19
16, 18, 14, 19
15, 19, 15, 19
14, 18, 13, 19
15, 20, 18, 24
18, 21, 14, 21
18, 24, 18, 23
19, 25, 20, 26
19, 26, 20, 26
19, 27, 23, 28
22, 33, 26, 32
20, 34, 31, 36
25, 39, 33, 37
30, 44, 38, 42
33, 52, 44, 48
39, 58, 53, 58
44, 71, 67, 74
68, 109, 103, 129
129, 179, 187, 239
255, 255, 255, 255
255, 255, 255, 255
255, 255, 255, 255
255, 213, 255, 255
255, 113, 192, 165
207, 51, 113, 85
115, 27, 64, 45
67, 15, 39, 31
43, 14, 25, 23
31, 14, 20, 21
26, 11, 19, 19
24, 11, 14, 17
21, 11, 13, 15
18, 9, 14, 17
20, 11, 12, 14
18, 10, 11, 15
20, 10, 13, 16
