12, 8, 12, 11
11, 8, 9, 9
11, 7, 10, 10
13, 9, 9, 9
11, 9, 10, 10
11, 9, 9, 9
11, 8, 11, 10
13, 7, 11, 11
11, 6, 12, 10
11, 8, 12, 9
15, 13, 12, 11
13, 9, 11, 10
13, 11, 12, 9
13, 12, 13, 11
15, 9, 12, 9
12, 9, 15, 12
16, 12, 15, 12
17, 12, 12, 11
14, 10, 10, 7
15, 12, 14, 11
15, 11, 12, 12
17, 13, 13, 11
16, 12, 14, 13
19, 14, 17, 13
18, 12, 19, 14
21, 12, 18, 13
21, 15, 22, 17
20, 14, 19, 13
21, 15, 22, 16
26, 16, 23, 17
26, 19, 26, 22
27, 19, 27, 19
27, 21, 29, 21
32, 21, 32, 24
38, 24, 33, 22
36, 22, 38, 25
45, 28, 46, 32
53, 32, 54, 40
62, 35, 55, 46
67, 39, 58, 53
66, 37, 45, 58
60, 32, 20, 45
42, 22, 8, 31
21, 11, 5, 17
12, 7, 5, 9
5, 2, 4, 7
